45.156.128.152 - - [01/Nov/2025:01:23:15 +0000] "GET /api/session/properties HTTP/1.1" 404 224 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:04:21:29 +0000] "GET /wp-admin/index.php HTTP/1.1" 200 625 "http://filokiapi.architectaiagency.com/wp-login.php" "Mozilla/5.0 (X11; Linux x86_64; rv:89.0) Gecko/20100101 Firefox/89.0.2"
127.0.0.1 - - [01/Nov/2025:04:21:30 +0000] "GET /wp-admin/index.php HTTP/1.1" 200 625 "http://filokiapi.architectaiagency.com/wp-login.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7; rv:91.0) Gecko/20100101 Firefox/91.0"
127.0.0.1 - - [01/Nov/2025:04:21:30 +0000] "GET /wp-admin/index.php HTTP/1.1" 200 625 "http://filokiapi.architectaiagency.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:04:21:31 +0000] "GET /wp-admin/index.php HTTP/1.1" 200 625 "http://filokiapi.architectaiagency.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
127.0.0.1 - - [01/Nov/2025:04:21:31 +0000] "GET /wp-admin/index.php HTTP/1.1" 200 625 "http://filokiapi.architectaiagency.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:92.0) Gecko/20100101 Firefox/92.0"
127.0.0.1 - - [01/Nov/2025:04:21:32 +0000] "GET /wp-admin/index.php HTTP/1.1" 200 625 "http://filokiapi.architectaiagency.com/wp-login.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Safari/537.36"
3.131.215.38 - - [01/Nov/2025:05:39:55 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36"
3.131.215.38 - - [01/Nov/2025:05:42:28 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36"
205.210.31.255 - - [01/Nov/2025:05:42:38 +0000] "GET / HTTP/1.0" 200 625 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity"
127.0.0.1 - - [01/Nov/2025:05:56:00 +0000] "GET /phpinfo HTTP/1.1" 200 625 "http://filokiapi.architectaiagency.com/phpinfo" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:05:56:37 +0000] "GET /test.php HTTP/1.1" 200 625 "http://filokiapi.architectaiagency.com/test.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:05:56:57 +0000] "GET /_profiler/phpinfo HTTP/1.1" 200 625 "http://filokiapi.architectaiagency.com/_profiler/phpinfo" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:05:57:28 +0000] "GET /i.php HTTP/1.1" 200 625 "http://filokiapi.architectaiagency.com/i.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:05:58:00 +0000] "GET /php.php HTTP/1.1" 200 625 "http://filokiapi.architectaiagency.com/php.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
3.130.96.91 - - [01/Nov/2025:06:19:35 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36"
3.130.96.91 - - [01/Nov/2025:06:22:19 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:09 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:09 +0000] "GET //wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:09 +0000] "GET //xmlrpc.php?rsd HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:09 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:10 +0000] "GET //blog/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:10 +0000] "GET //web/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:10 +0000] "GET //wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:10 +0000] "GET //website/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:10 +0000] "GET //wp/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:10 +0000] "GET //news/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:10 +0000] "GET //2018/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:11 +0000] "GET //2019/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:11 +0000] "GET //shop/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:11 +0000] "GET //wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:11 +0000] "GET //test/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:11 +0000] "GET //media/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:11 +0000] "GET //wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:11 +0000] "GET //site/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:12 +0000] "GET //cms/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
127.0.0.1 - - [01/Nov/2025:07:19:12 +0000] "GET //sito/wp-includes/wlwmanifest.xml HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
64.62.156.52 - - [01/Nov/2025:10:56:43 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36"
64.62.156.53 - - [01/Nov/2025:10:56:59 +0000] "GET /favicon.ico HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15"
148.113.190.57 - - [01/Nov/2025:11:29:22 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (compatible; ModatScanner/1.1; +https://modat.io/)"
127.0.0.1 - - [01/Nov/2025:12:29:25 +0000] "GET /.env HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3"
127.0.0.1 - - [01/Nov/2025:12:35:28 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
34.88.250.31 - - [01/Nov/2025:13:14:41 +0000] "GET /pdown HTTP/1.0" 200 625 "-" "-"
34.22.159.190 - - [01/Nov/2025:13:44:24 +0000] "GET / HTTP/1.1" 200 625 "-" "python-requests/2.32.5"
162.142.125.220 - - [01/Nov/2025:15:36:09 +0000] "GET /login HTTP/1.1" 200 625 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
162.142.125.220 - - [01/Nov/2025:15:36:11 +0000] "GET /favicon.ico HTTP/1.1" 200 625 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
127.0.0.1 - - [01/Nov/2025:15:41:51 +0000] "POST /api/auth/login HTTP/1.1" 200 639 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:41:52 +0000] "GET /api/maintenance-records HTTP/1.1" 200 1824 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:41:52 +0000] "GET /api/secure/vehicles HTTP/1.1" 200 1079 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:41:52 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:41:52 +0000] "GET /api/asset-assignments?activeOnly=true HTTP/1.1" 200 416 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:41:52 +0000] "GET /api/secure/getWorkAreas HTTP/1.1" 200 1303 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:41:58 +0000] "GET /api/dashboard/personnel HTTP/1.1" 200 1284 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:42:05 +0000] "GET /api/secure/companies HTTP/1.1" 200 1739 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:42:05 +0000] "GET /api/secure/financial/current-accounts HTTP/1.1" 200 6965 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:42:59 +0000] "GET /api/documents?entityType=personnel&entityId=27&isActive=true HTTP/1.1" 200 1789 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:43:02 +0000] "GET /api/stuff/assignments?limit=100&sortBy=startDate&sortOrder=desc HTTP/1.1" 200 1028 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:43:06 +0000] "GET /api/secure/vehicles HTTP/1.1" 200 1079 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:43:06 +0000] "GET /api/penalty-types HTTP/1.1" 200 15129 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:43:13 +0000] "GET /api/stuff/assignments?limit=100&sortBy=startDate&sortOrder=desc HTTP/1.1" 200 1028 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:43:13 +0000] "GET /api/documents?entityType=personnel&entityId=29&isActive=true HTTP/1.1" 200 488 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:43:47 +0000] "GET /api/secure/vehicles HTTP/1.1" 200 1079 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:43:47 +0000] "GET /api/penalty-types HTTP/1.1" 200 15129 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:43:56 +0000] "GET /api/documents?entityType=personnel&entityId=29&isActive=true HTTP/1.1" 200 488 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:01 +0000] "GET /api/documents?entityType=personnel&entityId=29&isActive=true HTTP/1.1" 200 488 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:14 +0000] "GET /api/secure/companies HTTP/1.1" 200 1739 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:14 +0000] "GET /api/maintenance-records HTTP/1.1" 200 1824 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:14 +0000] "GET /api/secure/financial/current-accounts HTTP/1.1" 200 6965 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:15 +0000] "GET /api/secure/vehicles HTTP/1.1" 200 1079 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:15 +0000] "GET /api/secure/getWorkAreas HTTP/1.1" 200 1303 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:15 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:15 +0000] "GET /api/asset-assignments?activeOnly=true HTTP/1.1" 200 416 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:18 +0000] "GET /api/getCities?sortBy=name&sortOrder=asc&limit=100 HTTP/1.1" 200 2403 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:18 +0000] "GET /api/documents/main-doc-types?isActive=true HTTP/1.1" 200 297 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:18 +0000] "GET /api/getCountries?sortBy=name&sortOrder=asc&limit=500 HTTP/1.1" 200 10035 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:18 +0000] "GET /api/secure/getWorkAreas?isActive=true&limit=50&offset=0 HTTP/1.1" 200 1303 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:18 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:18 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:18 +0000] "GET /api/secure/companies?active=true HTTP/1.1" 200 1190 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:18 +0000] "GET /api/documents/types/1?isActive=true HTTP/1.1" 200 2001 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:18 +0000] "GET /api/secure/getPersonnelPositions?limit=50&offset=0 HTTP/1.1" 200 415 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:18 +0000] "GET /api/secure/projects?status=active&active=true&limit=100 HTTP/1.1" 200 583 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:38 +0000] "GET /api/documents/types/1?isActive=true HTTP/1.1" 200 2001 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:46:38 +0000] "GET /api/documents/types/1?isActive=true HTTP/1.1" 200 2001 "-" "node"
127.0.0.1 - - [01/Nov/2025:15:52:15 +0000] "GET /api/secure/personnel-work-history/27 HTTP/1.1" 500 84 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:05:38 +0000] "GET /robots.txt HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36; compatible; OAI-SearchBot/1.0; robots.txt; +https://openai.com/searchbot"
127.0.0.1 - - [01/Nov/2025:16:05:47 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
127.0.0.1 - - [01/Nov/2025:16:06:08 +0000] "GET /assets/index-L_uBWx05.js HTTP/1.1" 200 497212 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
127.0.0.1 - - [01/Nov/2025:16:06:20 +0000] "GET /assets/index-DjatxACA.css HTTP/1.1" 200 71145 "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
127.0.0.1 - - [01/Nov/2025:16:06:28 +0000] "GET /assets/index-DjatxACA.css HTTP/1.1" 304 - "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
127.0.0.1 - - [01/Nov/2025:16:06:37 +0000] "GET /assets/index-L_uBWx05.js HTTP/1.1" 304 - "-" "Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
127.0.0.1 - - [01/Nov/2025:16:19:29 +0000] "POST /api/auth/login HTTP/1.1" 200 639 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:29 +0000] "GET /api/secure/vehicles HTTP/1.1" 200 1079 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:30 +0000] "GET /api/secure/getWorkAreas HTTP/1.1" 200 1303 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:30 +0000] "GET /api/asset-assignments?activeOnly=true HTTP/1.1" 200 416 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:30 +0000] "GET /api/maintenance-records HTTP/1.1" 200 1824 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:30 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:32 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:32 +0000] "GET /api/secure/companies?active=true HTTP/1.1" 200 1190 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:32 +0000] "GET /api/secure/getWorkAreas?active=true HTTP/1.1" 200 1303 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:32 +0000] "GET /api/getCities HTTP/1.1" 200 2404 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:32 +0000] "GET /api/secure/projects HTTP/1.1" 200 582 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:32 +0000] "GET /api/secure/companies?active=true HTTP/1.1" 200 1190 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:55 +0000] "GET /api/rental-agreements?limit=100&sortBy=agreementNumber&sortOrder=desc HTTP/1.1" 200 416 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:55 +0000] "GET /api/secure/companies?limit=100&sortBy=name&sortOrder=asc&activeOnly=true HTTP/1.1" 200 1739 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:56 +0000] "GET /api/documents/main-doc-types?isActive=true HTTP/1.1" 200 297 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:56 +0000] "GET /api/secure/companies?limit=100&sortBy=name&sortOrder=asc&activeOnly=true HTTP/1.1" 200 1739 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:56 +0000] "GET /api/secure/car-brands?limit=100&sortBy=name&sortOrder=asc HTTP/1.1" 200 4392 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:56 +0000] "GET /api/secure/ownership-types?limit=100&sortBy=name&sortOrder=asc&activeOnly=true HTTP/1.1" 200 250 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:56 +0000] "GET /api/secure/companies HTTP/1.1" 200 1739 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:57 +0000] "GET /api/documents/types/1?isActive=true HTTP/1.1" 200 2001 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:57 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:57 +0000] "GET /api/getCountries?sortBy=name&sortOrder=asc&limit=500 HTTP/1.1" 200 10035 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:57 +0000] "GET /api/secure/getPersonnelPositions?limit=50&offset=0 HTTP/1.1" 200 415 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:19:57 +0000] "GET /api/secure/projects?status=active&active=true&limit=100 HTTP/1.1" 200 583 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:20:08 +0000] "GET /api/penalty-types?limit=1000 HTTP/1.1" 200 184897 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:35 +0000] "GET /api/getCities HTTP/1.1" 200 2404 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:35 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:37 +0000] "POST /api/auth/login HTTP/1.1" 200 639 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:38 +0000] "GET /api/secure/vehicles HTTP/1.1" 200 1079 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:38 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:38 +0000] "GET /api/asset-assignments?activeOnly=true HTTP/1.1" 200 416 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:38 +0000] "GET /api/maintenance-records HTTP/1.1" 200 1824 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:38 +0000] "GET /api/secure/getWorkAreas HTTP/1.1" 200 1303 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:52 +0000] "GET /api/secure/companies?active=true HTTP/1.1" 200 1190 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:52 +0000] "GET /api/getCities HTTP/1.1" 200 2404 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:52 +0000] "GET /api/secure/getWorkAreas?active=true HTTP/1.1" 200 1303 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:52 +0000] "GET /api/secure/companies?active=true HTTP/1.1" 200 1190 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:52 +0000] "GET /api/secure/projects HTTP/1.1" 200 582 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:52 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:53 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:24:53 +0000] "GET /api/secure/companies?active=true HTTP/1.1" 200 1190 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:40:36 +0000] "GET /api/getCities HTTP/1.1" 200 2404 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:40:36 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:40:40 +0000] "POST /api/auth/login HTTP/1.1" 200 639 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:40:40 +0000] "GET /api/secure/vehicles HTTP/1.1" 200 1079 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:40:40 +0000] "GET /api/asset-assignments?activeOnly=true HTTP/1.1" 200 416 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:40:40 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:40:40 +0000] "GET /api/maintenance-records HTTP/1.1" 200 1824 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:40:40 +0000] "GET /api/secure/getWorkAreas HTTP/1.1" 200 1303 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:41:57 +0000] "GET /api/getCities HTTP/1.1" 200 2404 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:41:57 +0000] "GET /api/secure/projects HTTP/1.1" 200 582 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:41:57 +0000] "GET /api/secure/companies?active=true HTTP/1.1" 200 1190 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:41:57 +0000] "GET /api/secure/companies?active=true HTTP/1.1" 200 1190 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:41:57 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:41:57 +0000] "GET /api/secure/getWorkAreas?active=true HTTP/1.1" 200 1303 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:41:58 +0000] "GET /api/secure/companies?active=true HTTP/1.1" 200 1190 "-" "node"
127.0.0.1 - - [01/Nov/2025:16:41:58 +0000] "GET /api/secure/personnel HTTP/1.1" 200 979 "-" "node"
34.22.151.143 - - [01/Nov/2025:18:46:44 +0000] "GET / HTTP/1.1" 200 625 "-" "python-requests/2.32.5"
147.185.132.36 - - [01/Nov/2025:20:08:39 +0000] "GET / HTTP/1.0" 200 625 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity"
44.220.185.9 - - [01/Nov/2025:20:57:07 +0000] "GET / HTTP/1.1" 200 625 "-" "Mozilla/5.0 (Windows NT 6.2;en-US) AppleWebKit/537.32.36 (KHTML, live Gecko) Chrome/57.0.3027.75 Safari/537.32"
74.249.178.45 - - [01/Nov/2025:22:19:28 +0000] "GET /v2/ HTTP/1.1" 200 625 "-" "Mozilla/5.0 zgrab/0.x"
